business_name,inspection_score,Year,NumberofLocations,Weekend
5TH AVENUE DELI,90,2005,70,FALSE
ABBOTT O'RABBIT LITTLE LEAGUE SNK-S,97,2016,17,TRUE
HOLIDAY STATIONSTORE #611 SNACKBAR,100,2003,31,FALSE
ANCHORAGE CHRISTIAN NURSERY &,100,2003,32,FALSE
SPARE ROOM (HAROLD'S),89,2007,30,FALSE
ICHIBAN RESTAURANT,86,2008,125,FALSE
ASIA GARDEN,91,2007,119,FALSE
GALLO'S MEXICAN RESTAURANT,76,2009,274,FALSE
CARRS #1807 - DELI,88,2006,59,FALSE
ANCHORAGE CORRECTIONAL COMPLEX EAST,92,2008,67,FALSE
CARRS #1807 - DELI,87,2003,59,FALSE
A WHOLE LATTE LOVE,100,2018,12,FALSE
PAPA JOHN'S RESTAURANT,96,2017,79,FALSE
EAGLE RIVER ELEMENTARY SCHOOL,100,2016,35,FALSE
TWIN DRAGON,76,2007,127,FALSE
CARRS #1809 - SALAD BAR,97,2002,34,FALSE
SUGAR SHACK ESPRESSO-BAILEY'S,87,2017,13,FALSE
BEAR MOUNTAIN ESPRESSO,83,2008,53,FALSE
SUITE 100 RESTAURANT,93,2015,52,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,93,2003,87,FALSE
BONIFACE CHEVRON - SNACK BAR,100,2017,26,FALSE
CAPTAIN COOK - FLETCHER'S,92,2003,31,FALSE
BOMBAY DELUXE,83,2018,120,FALSE
HOMESTEAD ELEMENTARY SCHOOL,100,2002,38,FALSE
CLARK MIDDLE SCHOOL,100,2009,40,FALSE
MCDONALD'S,84,2017,646,FALSE
TESORO - OLD SEWARD,91,2016,8,FALSE
ANCHORAGE CORRECTIONAL FACILITY WEST,93,2016,58,FALSE
LITTLE ITALY,98,2007,66,FALSE
SULLIVAN ARENA - S E PORT,100,2016,17,FALSE
PROVIDENCE CRISIS RECOVERY CENTER,100,2016,8,FALSE
CENTRAL MIDDLE SCHOOL,98,2016,42,FALSE
PEANUT FARM - RESTAURANT,99,2003,92,FALSE
HARLEY'S OLD THYME CAFE,97,2017,5,FALSE
PROVIDENCE HOSPITAL - CAFE SOLANGE,97,2015,33,FALSE
CROSSROADS ASSISTED LIVING,92,2017,11,FALSE
COLLEGE GATE ELEMENTARY SCHOOL,100,2001,38,FALSE
ARCTIC VALLEY SKI AREA,99,2004,13,TRUE
FRED MEYER - RETAIL MEAT,96,2016,77,FALSE
COSTCO WHOLESALE # 63 - BAKERY,99,2016,25,FALSE
SUBWAY OF ALASKA #17981,100,2007,41,FALSE
DON JOSE'S MEXICAN RESTAURANT,79,2015,140,FALSE
CHINA LIGHTS ORIENTAL CUISINE LLC,91,2016,178,FALSE
WILLARD BOWMAN ELEMENTARY SCH,100,2007,36,FALSE
MILLENIUM HOTEL - FANCY MOOSE BAR,98,2005,47,FALSE
SPARE ROOM (HAROLD'S),93,2006,30,FALSE
"PERFECT CUP PLUS, THE",95,2017,91,FALSE
MCDONALD'S-WAL-MART,84,2017,23,FALSE
SUBWAY OF ALASKA #4802,95,2007,37,FALSE
FRED MEYER 00656 - RETAIL MEAT,99,2017,22,FALSE
PAPA JOHN'S PIZZA,89,2006,83,FALSE
KINLEY'S RESTAURANT & BAR INC,93,2002,71,FALSE
NEW SAGAYA MIDTOWN MARKET - SALAD,88,2006,41,FALSE
"PERFECT CUP PLUS, THE",81,2009,91,FALSE
DAMI,79,2018,103,FALSE
PANHANDLE BAR,91,2018,32,FALSE
YAMAYA RESTAURANT,88,2009,29,FALSE
HOLIDAY STATION STORE #601 SNACK,83,2016,52,FALSE
L'AROMA BAKERY & DELI - RESTAURANT,95,2015,161,FALSE
KIDS' CORP - MULDOON,100,2008,51,FALSE
HOLIDAY STATIONSTORE #606 SNACKBAR,97,2016,37,FALSE
UAA - CREEKSIDE COMMONS,90,2001,63,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,84,2006,43,FALSE
HOLIDAY STATIONSTORE SNACK #610,97,2015,38,FALSE
PIPER'S RESTAURANT,95,2005,113,FALSE
CENTER CAFE,92,2008,90,FALSE
HOLIDAY STATION STORE #601,93,2004,42,FALSE
ALASKA DINNER FACTORY INC,98,2015,16,FALSE
H2OASIS SLOW RIVER,100,2003,57,FALSE
BUCKAROO CLUB,94,2015,19,FALSE
NEW ASIA RESTAURANT,94,2015,32,FALSE
EDDIES SPORTS BAR-REST,92,2016,17,FALSE
MCDONALD'S,100,2001,646,FALSE
CARRS #1812 - DELI,95,2017,46,FALSE
OUTBACK STEAKHOUSE REST.,100,2007,124,FALSE
JACKIE'S PLACE,81,2016,95,FALSE
HOLIDAY STATIONSTORE #625,90,2015,36,FALSE
PIZZA MAN #1,89,2008,83,FALSE
ROUND TABLE PIZZA,87,2018,14,FALSE
AUNTIE ANNE'S PRETZEL,95,2017,27,FALSE
COMFORT SUITES/KITCHEN,90,2017,37,FALSE
CARRS #1813 - GROCERY,98,2002,29,FALSE
HIDEAWAY BAR,98,2009,34,FALSE
UAA - CREEKSIDE COMMONS,96,2000,63,FALSE
ALASKA ZOO,99,2002,31,FALSE
CARRS #1817 - DELI,90,2008,72,FALSE
HEAVENLY CUP - NEW BLDG,86,2007,32,FALSE
BIRCHWOOD ELEMENTARY SCHOOL,100,2006,37,FALSE
SILVERTIP GRILL,73,2005,62,FALSE
PANCHO'S VILLA LOUNGE,87,2004,27,FALSE
DOUBLE MUSKY INN,91,2006,28,FALSE
FRED MEYER - RETAIL FISH,100,2003,86,FALSE
"ALASKA MINT, LLC",99,2009,15,FALSE
UAA-CULINARY ARTS - LUCY CUDDY HALL,98,2001,34,FALSE
UAA - CREEKSIDE COMMONS,91,2017,63,FALSE
NORDSTROM ESPRESSO BAR,92,2006,34,FALSE
SALVATION ARMY - SERENDIPITY,100,2002,26,FALSE
CARRS #1802 - DELI,91,2000,56,FALSE
NEW SAGAYA CITY MARKET - MEAT,100,2004,21,FALSE
FRED MEYER  DELI #668,94,2005,52,FALSE
ALASKA DINNER FACTORY INC,100,2017,16,FALSE
ARIGATO,98,2001,79,FALSE
WAL-MART  STORE #2071 DELI,96,2016,17,FALSE
JEWEL LAKE TASTEE FREEZ,96,2016,65,FALSE
CARRS #1807- RETAIL MEAT,99,2008,23,FALSE
AMAZING GRACE LUTHERAN PRESCHOOL,100,2006,23,FALSE
AFC SUSHI #11 @ FRED MEYER,100,2005,29,FALSE
AMORE PIZZA,96,2003,45,FALSE
KINLEY'S RESTAURANT & BAR - BAR,100,2018,2,FALSE
DRAGON RESTAURANT,88,2009,191,FALSE
RAY'S PLACE LLC,79,2006,109,FALSE
WINKYS WINGS,94,2017,37,FALSE
COSTCO WHOLESALE #63 - MEAT,92,2006,26,FALSE
BERNIE'S BUNGALOW LOUNGE,80,2009,48,FALSE
CHEPO'S,97,2016,83,FALSE
YUKON CONCESSION - S,100,2009,22,TRUE
HOLIDAY INN EXPRESS - POOL,100,2007,37,FALSE
FAIRFIELD INN & SUITES,87,2017,28,FALSE
WILLIWAW - KITCHEN,93,2016,7,FALSE
CAPTAIN COOK - THE CAFE,86,2005,54,FALSE
H2OASIS SLOW RIVER,100,2007,57,FALSE
BENSON SECONDARY SCHOOL,100,2008,43,FALSE
NAPOLI'S PIZZA,88,2016,77,FALSE
SALVATION ARMY/CHUGIAK VIEW,100,2000,10,FALSE
DARK HORSE COFFEE CO.,96,2004,37,FALSE
LITTLE DIPPER INC DBA CARPENTIER'S LOUNGE BAR,95,2009,33,FALSE
H2OASIS ACTIVITY POOL,100,2017,56,FALSE
CRAZY HORSE SALOON RESTAURANT,93,2009,41,FALSE
HOLIDAY STATIONSTORE #630,100,2005,31,FALSE
ZACK'S FAMOUS FROZEN YOGURT,88,2007,29,FALSE
49TH STATE BREWERY - BAR,96,2016,3,FALSE
HOLIDAY STATION STORE #601,82,2016,42,FALSE
FRED MEYER - BAKERY,97,2017,88,FALSE
SATORI,100,2017,4,FALSE
SAPPORE COFFEE BONIFACE,99,2018,30,FALSE
CORDOVA CENTER,96,2017,26,FALSE
SICILY'S PIZZA,100,2015,323,FALSE
TESORO - HOLLYWOOD,96,2016,8,FALSE
CARRS #1817 - BAKERY,97,2015,45,FALSE
BRIGHT BEGINNINGS EARLY LEARNING,91,2006,134,FALSE
AFC SUSHI @ PROV AK MEDICAL CENTER,93,2008,15,FALSE
AKEELA HOUSE RECOVERY CENTER,93,2015,24,FALSE
CENTRALIZED KITCHEN,89,2008,26,FALSE
MCDONALD'S,98,2007,646,FALSE
DON JOSE'S MEXICAN RESTAURANT,81,2006,140,FALSE
LONG BRANCH SALOON,92,2017,91,FALSE
HOMESTEAD LOUNGE  #2,100,2008,35,FALSE
ANCHORAGE HOTEL - CONT BREAKFAST,98,2001,11,FALSE
SUSHI & SUSHI,93,2016,37,FALSE
PEKING WOK,77,2006,271,FALSE
VIP DBA YOUNG BIN RESTAURANT,84,2018,115,FALSE
FRED MEYER 00656 - BAKERY,100,2008,19,FALSE
LOS ARCOS RESTAURANT,86,2018,79,FALSE
WALGREENS #12679,84,2015,29,FALSE
MOUNTAIN VIEW ELEM SCHOOL,100,2007,45,FALSE
SUBWAY OF  ALASKA #21418,100,2016,45,FALSE
PLAYER'S CHOICE BINGO,92,2016,36,FALSE
THAI VILLAGE RESTAURANT,97,2008,85,FALSE
ARBY'S,89,2007,128,FALSE
MULDOON PIZZA,82,2007,63,FALSE
L'AROMA SOUTHSIDE,100,2017,45,FALSE
FRED MEYER - RETAIL MEAT,99,2017,77,FALSE
GWENNIES RESTAURANT,85,2007,126,FALSE
SUBWAY OF  ALASKA #21418,95,2004,45,FALSE
NORDSTROM - CAFE EXPRESS,91,2007,38,FALSE
OSO LOCO,95,2018,11,FALSE
ROGERS PARK ELEMENTARY SCHOOL,100,2003,38,FALSE
AIRPORT HEIGHTS SCHOOL,100,2016,37,FALSE
RISE & SHINE BAKERY,100,2007,10,FALSE
DIMOND CENTER CINEMAS,96,2009,40,FALSE
EAGLE RIVER ELEMENTARY SCHOOL,100,2016,35,FALSE
JINMI KOREANA RESTAURANT,91,2016,11,FALSE
PHO SAIGON,95,2017,11,FALSE
ANCHORAGE COMFORT INN - POOL,100,2007,40,FALSE
ANCHORAGE RESCUE MISSION,95,2009,59,FALSE
WENDY'S #1,95,2002,63,FALSE
OUTBACK STEAKHOUSE REST.,91,2009,124,FALSE
"ELDRIC'S, INC",97,2017,15,FALSE
CARRS #2628 - BAKERY,100,2009,29,FALSE
CHILI'S GRILL + BAR,83,2015,19,FALSE
TESORO - SEWARD HWY - SNACK,96,2015,9,FALSE
BURGER JIM #1,94,2004,101,FALSE
CHILDREN'S WORLD,88,2008,58,FALSE
DRAGON RESTAURANT,73,2004,191,FALSE
KIDS' CORP - MULDOON,100,2017,51,FALSE
ARBY'S - EAGLE RIVER,92,2015,74,FALSE
LEROY'S FAMILY RESTAURANT LLC,89,2015,48,FALSE
UNCLE JOE'S PIZZERIA #4,92,2017,40,FALSE
UAA ALASKA AIRLINES BOREALIS BREW,100,2015,5,FALSE
BASKIN ROBBINS,95,2016,75,FALSE
LUIGI'S PIZZA,86,2008,117,FALSE
CARRS #1809 - DELI,88,2005,50,FALSE
HOLIDAY STATIONSTORE #625,90,2015,36,FALSE
MOMMA O'S SEAFOOD,86,2015,26,FALSE
SNOW CITY CAFE,95,2003,39,FALSE
CAMP FIRE - CHINOOK,100,2008,30,FALSE
BIRCHWOOD BEHAVIORAL HEALTH COTTAGE D,100,2016,9,FALSE
MILLENIUM HOTEL - FLYING MACHINE,96,2015,123,FALSE
DON JOSE'S MEXICAN REST/BAR,88,2016,30,FALSE
RONNIE,87,2017,95,FALSE
ROUND TABLE PIZZA,92,2017,14,FALSE
ALASKA DENALI WINERY,100,2017,4,FALSE
CARRS #1805 - GROCERY,98,2009,42,FALSE
FAIRVIEW ELEMENTARY SCHOOL,100,2006,38,FALSE
SOUTH ANCHORAGE JROTC STUDENT GOV'T,98,2009,15,FALSE
ASIA GARDEN,99,2016,119,FALSE
SNOW CITY CAFE,95,2007,39,FALSE
HOLIDAY INN EXPRESS,94,2006,26,FALSE
ROSETTA'S ITALIAN EATERY,93,2000,55,FALSE
JAVA HUT,79,2016,48,FALSE
EAGLE RIVER SNACK BAR,88,2008,56,TRUE
ALASKA SUGAR RUSH,95,2015,18,FALSE
LAHN PAD-THAI RESTAURANT,92,2015,102,FALSE
CARRS #1813 - SALAD BAR,97,2005,52,FALSE
HOLIDAY STATIONSTORE #624,99,2001,28,FALSE
BRADLEY HOUSE,93,2015,54,FALSE
EAGLE RIVER SNACK BAR,99,2000,56,FALSE
JOY CHILD DEVELOPMENT CENTER,100,2015,38,FALSE
CCS EARLY LEARNING CENTER,100,2005,43,FALSE
HOLIDAY STATION STORE #629 SNACK,98,2004,27,FALSE
CENTER CAFE,92,2007,90,FALSE
DRAGON RESTAURANT,79,2004,191,FALSE
"NEW CENTRAL MARKET PROCESSING, THE",97,2006,98,FALSE
GALLO'S MEXICAN RESTAURANT,79,2018,274,FALSE
CARL'S JR RESTAURANT,100,2004,254,FALSE
H2OASIS INDOOR WATERPARK RESTAURANT,94,2017,95,FALSE
FRED MEYER - STARBUCKS,95,2001,82,FALSE
ORSO - BAR,91,2002,13,FALSE
BROWN BEAR SALOON,99,2004,38,FALSE
AK PACIFIC UNIVERSITY,100,2009,70,FALSE
TEXAS ROADHOUSE OLD SEWARD - REST,82,2018,18,TRUE
CROSTINI CAFE,85,2004,53,FALSE
URBAN GREENS LLC,96,2008,7,FALSE
PETROLEUM CLUB OF ANCH. - BAR,100,2004,22,FALSE
LITTLE BEARS PLAYHOUSE,92,2009,32,FALSE
SICILY'S PIZZA,97,2015,323,FALSE
THAI DELIGHT RESTAURANT,90,2017,14,FALSE
ROSETTA'S ITALIAN EATERY,87,2016,55,FALSE
SALVATION ARMY/COOK INLET HOUSING,100,2007,17,FALSE
JAVA THE HUT,81,2009,79,FALSE
UAA ALASKA AIRLINES SEAWOLF GRILL -M,94,2015,8,FALSE
LOS ARCOS RESTAURANT,94,2005,79,FALSE
GOVERNMENT HILL ELEM SCHOOL,100,2002,36,FALSE
ANCHORAGE MARRIOTT DOWNTOWN,84,2006,43,FALSE
CARRS #1817 - ORIENT EXPRESS,89,2007,53,FALSE
PEGGYS RESTAURANT,100,2015,86,FALSE
CLUB PARIS,84,2002,50,FALSE
HOLIDAY STATIONSTORE #614 SNACK,95,2016,57,FALSE
CARRS #1802 - SALAD BAR,97,2003,29,FALSE
GOVERNMENT HILL ELEM SCHOOL,97,2017,36,FALSE
SICILY'S PIZZA,85,2016,323,FALSE
FRED MEYER - DELI,89,2009,189,FALSE
PANHANDLE BAR,93,2016,32,FALSE
GALLO'S MEXICAN RESTAURANT,88,2002,274,FALSE
ICHIBAN RESTAURANT,86,2017,125,FALSE
SOUTHSIDE GRILL,82,2009,70,FALSE
HOOD WINGS,100,2015,81,FALSE
"ALASKA CLUB EAST - POOL, THE",100,2005,57,FALSE
PAPA MURPHY'S,98,2017,110,FALSE
PANCHO'S VILLA,94,2004,62,FALSE
CROWNE PLAZA HOTEL/JUNO,92,2017,59,FALSE
ROMANO'S,91,2009,54,FALSE
DOMINO'S,89,2017,22,FALSE
SUBWAY OF ALASKA #7526,92,2016,63,FALSE
SWEET PINK PEPPER,90,2005,154,FALSE
WILLIWAW ELEMENTARY SCHOOL,97,2002,38,FALSE
HOLIDAY STATIONSTORE #606,100,2005,29,FALSE
SAND LAKE ELEMENTARY SCHOOL,100,2015,19,FALSE
CHESTER PARK CORP.,100,2015,60,FALSE
FIORI D'ITALIA,98,2001,39,FALSE
FRED MEYER - RETAIL STORE,95,2015,49,FALSE
HIDEAWAY BAR,98,2016,34,FALSE
MUFFIN MAN,86,2007,43,FALSE
ALASKA CLUB FOR WOMEN - SPA,100,2009,43,FALSE
GALLO'S MEXICAN RESTAURANT,83,2016,274,FALSE
CARRS #520 - SALAD BAR,99,2005,32,FALSE
HILAND MOUNTAIN CORRECTIONAL CTR,92,2016,51,FALSE
WILLIAM TYSON ELEMENTARY,100,2009,38,FALSE
DON JOSE'S MEXICAN REST/BAR,95,2002,30,FALSE
TESORO - OLD SEWARD SNACK,95,2017,12,FALSE
"MOOSE SHACK COFFEE, THE",96,2017,11,FALSE
TIKAHTNU COMMONS STADIUM 16,94,2016,35,FALSE
CARRS #1817 - SALAD BAR,95,2006,35,FALSE
CHUGIAK HIGH SCHOOL,97,2017,42,FALSE
HOLIDAY STATIONSTORE SNACKBAR #625,94,2001,36,FALSE
FAIRVIEW ELEMENTARY SCHOOL,100,2004,38,FALSE
CROSTINI CAFE,100,2002,53,FALSE
"MOOSE SHACK COFFEE, THE",98,2016,11,FALSE
JEEPNEY/ ADOBO GRILL,93,2018,15,FALSE
SICILY'S PIZZA,88,2007,323,FALSE
HOLIDAY STATIONSTORE SNACKBAR #625,100,2009,36,FALSE
CHUCK E CHEESE PIZZA,86,2004,91,FALSE
RABBIT CREEK ELEMENTARY SCHOOL,100,2015,37,FALSE
PETROLEUM CLUB OF ANCHORAGE,95,2007,68,FALSE
"BURGERS, WINGS & THINGS",92,2005,43,FALSE
URSA MAJOR,100,2016,40,FALSE
VILLA PIZZA,93,2004,68,FALSE
BOYS & GIRLS CLUB OF ALASKA - C.D.C,92,2007,45,FALSE
ANCH HILTON HEALTH CLUB - POOL,100,2008,31,FALSE
PLAYER'S CHOICE BINGO,92,2016,36,FALSE
PIPER'S LOUNGE,93,2003,27,FALSE
ARIGATO,84,2007,79,FALSE
MULDOON ELEMENTARY SCHOOL,100,2001,40,FALSE
SUITE 100 BAR,100,2007,17,FALSE
CARRS #1807 - ORIENT EXPRESS,96,2004,47,FALSE
SOUTHSIDE BISTRO,100,2004,59,FALSE
DRAGON RESTAURANT,85,2016,191,FALSE
COLD STONE CREAMERY,92,2018,92,FALSE
DAMI,77,2007,103,FALSE
DOUBLE MUSKY INN,93,2017,28,FALSE
NATURAL PANTRY INC - GLUTEN FREE KITCHEN,100,2017,8,FALSE
SOUTHSIDE GRILL,85,2018,70,FALSE
RED ROBIN BAR DIMOND,100,2001,19,FALSE
SUBWAY OF ALASKA #14372,94,2007,62,FALSE
SUBWAY OF ALASKA #14372,97,2006,62,FALSE
CABELA'S,100,2015,16,FALSE
BAYSHORE ELEMENTARY SCHOOL,100,2006,40,FALSE
PEKING WOK,88,2015,271,FALSE
THAI GARDEN,85,2018,62,FALSE
SUBWAY OF ALASKA #3379,89,2005,55,FALSE
COLD STONE CREAMERY,94,2006,92,FALSE
CAMP FIRE - HUFFMAN,100,2004,28,FALSE
FRED MEYER - RETAIL FISH,100,2015,86,FALSE
KINLEY'S RESTAURANT & BAR INC,96,2004,71,FALSE
HOLIDAY STATIONSTORE #631,93,2004,31,FALSE
FRED MEYER 00656 - DELI,95,2017,52,FALSE
PITA PIT,93,2017,15,FALSE
RONNIE,86,2016,95,FALSE
CHINA LIGHTS ORIENTAL CUISINE LLC,85,2007,178,FALSE
ORSO,89,2009,39,FALSE
GORSUCH BOY SCOUT CAMP,99,2002,34,FALSE
CARRS #1805 - DELI,91,2006,86,FALSE
CAMPOBELLO BISTRO,98,2001,60,FALSE
PUFFIN HEIGHTS MONTESSORI,97,2017,7,FALSE
JOY CHILD DEVELOPMENT CENTER,100,2007,38,FALSE
GALLO'S LOUNGE,90,2000,32,FALSE
WALGREENS #12679,84,2015,29,FALSE
SHINES ASIAN FUSION BISTRO,83,2017,54,FALSE
BREAD & BREW LLC,94,2017,10,FALSE
PEANUT FARM SPORTS BAR & GRILL,87,2006,50,FALSE
MIRROR LAKE MIDDLE SCHOOL,99,2008,47,FALSE
CHESTER PARK CORP.,99,2000,60,FALSE
BENIHANA RESTAURANT - BAR,96,2004,20,FALSE
HOST COMMISSARY,85,2004,48,FALSE
ANCHORAGE CORRECTIONAL FACILITY WEST,93,2008,58,FALSE
HOLIDAY STATIONSTORE SNACKBAR #625,100,2006,36,FALSE
NEW ASIA RESTAURANT,90,2016,32,FALSE
SHINES ASIAN FUSION BISTRO,83,2017,54,FALSE
CAMP FIRE - GLADYS WOOD,100,2015,32,FALSE
ALASKA CLUB FOR WOMEN - SPA,100,2005,43,FALSE
ANCHORAGE COMMUNITY YMCA EAGLE RVR,100,2015,18,FALSE
SOUPER BOWL,97,2000,59,FALSE
CROWNE PLAZA - SPA,100,2017,14,FALSE
HIDEAWAY BAR,95,2006,34,FALSE
MIKE'S QUALITY MEATS,88,2017,47,FALSE
KING'S KIDS CHILD CARE,100,2015,29,FALSE
ARBY'S,89,2007,128,FALSE
CCS EARLY LEARNING CENTER,100,2002,43,FALSE
KASUUN ELEMENTARY,100,2003,36,FALSE
MT VIEW RED APPLE MKT - MEAT,98,2003,32,FALSE
HUMPY'S SUB-ZERO,91,2009,38,FALSE
CARL'S JR RESTAURANT,93,2000,254,FALSE
CARRS #1802 - DELI,88,2007,56,FALSE
GRANNY B'S CAFE,94,2006,61,FALSE
KIDS' KITCHEN - Fairview,94,2006,27,FALSE
"HILLCREST CHILDREN'S CTR., INC",92,2006,74,FALSE
OCEANVIEW ELEMENTARY SCHOOL,100,2004,39,FALSE
WEST HIGH SCHOOL,100,2015,36,FALSE
SAMURAI SUSHI,84,2008,119,FALSE
DING HOW RESTAURANT,89,2009,196,FALSE
CAPTAIN COOK - FLETCHER'S,89,2007,31,FALSE
ANCHORAGE COMFORT INN SNACKBAR,92,2006,41,FALSE
88TH ST PIZZA,95,2006,43,FALSE
FRED MEYER - BAKERY,100,2008,88,FALSE
I.H.O.P.,95,2015,208,FALSE
KING CAREER CENTER,98,2005,28,FALSE
WONDER PARK SCHOOL,100,2001,37,FALSE
"NAMASTE NORTH, LLC",100,2017,5,FALSE
RABBIT CREEK ELEMENTARY SCHOOL,100,2009,37,FALSE
TACO KING,85,2006,115,FALSE
88TH ST PIZZA,91,2000,43,FALSE
CENTRALIZED KITCHEN,97,2016,26,FALSE
5TH AVENUE DELI,90,2009,70,FALSE
ANCHORAGE MARRIOTT DOWNTOWN - BAR,100,2001,17,FALSE
PANCHO'S VILLA,94,2004,62,FALSE
VIP DBA YOUNG BIN RESTAURANT,97,2016,115,FALSE
ANCH HILTON - HOOPER BAY,88,2008,76,FALSE
FRED MEYER - RETAIL STORE,98,2001,49,FALSE
CARL'S JR RESTAURANT,95,2001,254,FALSE
CARRS #2628 - DELI,96,2003,48,FALSE
PAPA MURPHY'S,79,2015,110,FALSE
VIP DBA YOUNG BIN RESTAURANT,90,2004,115,FALSE
HOLIDAY STATIONSTORE #628,96,2009,41,FALSE
SICILY'S PIZZA,82,2008,323,FALSE
STARBUCKS-TICKET COUNTER,95,2003,31,FALSE
NEW SAGAYA'S MIDTOWN MARKET - FISH,99,2009,30,FALSE
BIG BOY EXPRESS MARKET,100,2006,133,FALSE
CHUGIAK ELEMENTARY SCHOOL,100,2006,41,FALSE
CREDIT UNION 1 LEARNING CENTER,100,2017,26,FALSE
UAA - STARBUCKS,98,2007,30,FALSE
BIG BOY EXPRESS MARKET,94,2006,133,FALSE
PIONEER CLUB,96,2005,27,FALSE
HOMESTEAD ELEMENTARY SCHOOL,100,2003,38,FALSE
PETROLEUM CLUB OF ANCHORAGE,98,2007,68,FALSE
SOUTH CENTRAL EMPLOYEE FAMILY CENTE,91,2008,32,FALSE
MEKONG RESTAURANT,82,2007,86,FALSE
HOLIDAY STATION STORE #620,100,2009,23,FALSE
FRED MEYER - BAKERY,100,2003,88,FALSE
SOUTH ANCHORAGE AREA HIGH SCHOOL,100,2016,35,FALSE
MOCHA MASTERS,100,2004,29,FALSE
BOMBAY DELUXE,83,2018,120,FALSE
GWENNIES RESTAURANT,86,2006,126,FALSE
VILLAGE INN #2,91,2015,81,FALSE
CARRS #520 - BAKERY,100,2015,46,FALSE
NATURAL PANTRY INC - KITCHEN/BAKERY,100,2017,11,FALSE
ARBY'S,92,2005,128,FALSE
ANCHORAGE SENIOR CENTER,82,2016,95,FALSE
ROGERS PARK ELEMENTARY SCHOOL,100,2003,38,FALSE
BOYS & GIRLS CLUB -MULDOON,91,2008,49,FALSE
ESPRESSO EXPRESS,91,2015,31,FALSE
TACO KING BONIFACE,92,2016,28,FALSE
PIPER'S RESTAURANT,88,2015,113,FALSE
CAMP FIRE - ALPENGLOW,100,2002,36,FALSE
SUSITNA ELEMENTARY SCHOOL,99,2017,41,FALSE
SUBWAY OF ALASKA #7527,99,2008,53,FALSE
DIMOND SKATE LAND,95,2009,20,FALSE
FIREWEED CHEVRON TNI,98,2008,22,FALSE
MOMMA O'S SEAFOOD,86,2015,26,FALSE
XALOS,94,2016,18,FALSE
OCEANVIEW ELEMENTARY SCHOOL,100,2003,39,FALSE
FRED MEYER - RETAIL FISH,100,2008,86,FALSE
FRED MEYER - STARBUCKS,92,2009,82,FALSE
BURGER JIM #1,88,2009,101,FALSE
ALASKA CLUB FOR WOMEN - SPA,100,2006,43,FALSE
HUMPY'S SUB-ZERO,97,2007,38,FALSE
ALASKA PASTA CO.,98,2016,4,FALSE
EL DORADO,80,2017,32,FALSE
ROMANO'S,100,2004,54,FALSE
GALLO'S MEXICAN RESTAURANT,88,2004,274,FALSE
MOCHA BEANS,100,2015,20,FALSE
DOWNTOWN CHEVRON GROCERY,95,2008,26,FALSE
NORDSTROM - CAFE EXPRESS,88,2006,38,FALSE
KING CAREER CENTER,88,2008,28,FALSE
HOLIDAY STATIONSTORE #628 SNACKBAR,95,2017,57,FALSE
BAXTER ELEMENTARY SCHOOL,100,2000,38,FALSE
CAMP FIRE - SCENIC PARK,96,2017,38,FALSE
I.H.O.P.,94,2005,208,FALSE
SUBWAY OF ALASKA #15777,97,2008,70,FALSE
SILVERTIP GRILL,79,2004,62,FALSE
FRED MEYER - DELI,100,2004,189,FALSE
DENALI ELEMENTARY SCHOOL,96,2001,36,FALSE
LONG BRANCH SALOON,98,2006,91,FALSE
CARRS #1812 - ORIENT EXPRESS,97,2016,34,FALSE
CAROUSEL CHILD CARE CENTER,98,2015,58,FALSE
FRED MEYER 00656 - DELI,95,2008,52,FALSE
BROTHER FRANCIS SHELTER,97,2016,12,FALSE
PANCHO'S VILLA,90,2008,62,FALSE
CARRS #1817 - RETAIL MEAT,100,2009,18,FALSE
CARRS #1809 - SALAD BAR,99,2015,34,FALSE
CAPTAIN COOK - FLETCHER'S,94,2006,31,FALSE
BENIHANA RESTAURANT,95,2004,83,FALSE
ARBY'S,95,2005,128,FALSE
EGAN CONVENTION CENTER,95,2002,17,FALSE
SUBWAY #34109,93,2009,27,FALSE
NEW ASIA RESTAURANT,90,2016,32,FALSE
"ALASKA CLUB (SPA-MEN'S),THE SUMMIT",100,2006,30,FALSE
BASKIN ROBBINS #8046,86,2016,54,FALSE
SCENIC PARK ELEMENTARY SCHOOL,100,2003,38,FALSE
BENNY'S FOOD WAGON,97,2017,77,FALSE
GRANNY B'S CAFE,97,2015,61,FALSE
CAFE AMSTERDAM,96,2016,49,FALSE
"PERFECT CUP PLUS, THE",92,2016,91,FALSE
CLITHEROE REHAB CENTER,93,2009,55,FALSE
JALAPENOS MEXICAN RESTAURANT,94,2004,104,FALSE
MOCHA BEANS,100,2004,20,FALSE
FLIGHT DECK BAR,91,2006,29,FALSE
SUBWAY OF ALASKA #15777,99,2003,70,FALSE
KOBE TEPPAYAKI HOUSE,87,2006,151,FALSE
MILLENIUM HOTEL - FLYING MACHINE,71,2006,123,FALSE
CARRS #1807 - DELI,87,2008,59,FALSE
"NEW CENTRAL MARKET PROCESSING, THE",93,2003,98,FALSE
GASLIGHT BAR,96,2002,18,FALSE
SUBWAY OF ALASKA #17981,93,2007,41,FALSE
NEW SAGAYA MIDTOWN MARKET - DELI,93,2006,87,FALSE
YES INTERNATIONAL BISTRO,100,2015,40,FALSE
